0,1,2,3,4,5,6,7,8,9,10,11
-0.011982288,0.07262574,0.0,-0.10216332,-0.047385488,0.06408658,0.0,-0.015774375,0.015347272,-0.0,-0.0,-0.0
-0.020713095,0.04467125,0.0,-0.055147205,-0.035295796,0.04171081,-0.0,-0.15112954,-0.06762142,-0.0,-0.0,-0.0
-0.07091647,0.07777329,0.0,-0.074612655,-0.07720809,0.0786638,-0.0,-0.11304111,-0.03873537,-0.0,-0.0,-0.0
-0.026728334,0.083501495,0.0,-0.109623894,-0.06033994,0.07605471,0.0,-0.12640862,-0.041775383,-0.0,-0.0,-0.0
-0.019794436,0.11963016,0.09421624,-0.16802144,-0.0,0.105858825,0.0,-0.09976214,-0.029018536,-0.0,-0.050843626,-0.0
-0.023555985,0.11486003,0.09170288,-0.15877262,-0.0,0.10232154,0.0,-0.12236588,-0.049040016,-0.0,-0.07172659,-0.0
-0.01752191,0.13565265,0.105285875,-0.19351405,-0.0,0.11908978,-0.0,-0.1490081,-0.08166407,-0.0,-0.061204016,-0.0
0.004382898,0.17933382,0.13124293,-0.2721338,-0.0,0.15282306,-0.0,-0.19451173,-0.12720126,-0.0,-0.14601965,-0.0
0.0360596,-0.30493283,-0.23580407,0.43644986,0.19164895,-0.26731664,0.12568837,0.11479943,0.17000759,0.07129778,0.042212334,0.020956073
0.19147475,-0.32184532,-0.2941018,0.36944377,0.27274856,-0.30835897,0.2839809,0.3345114,0.3956703,0.36746052,0.20302156,0.18874757
0.65481496,-0.58366585,-0.623627,0.48532328,0.634961,-0.61150265,-0.1449086,0.6440863,0.6711,0.476204,0.49088058,0.51090956
0.9690668,-0.8770566,-0.9328479,0.73804384,0.9474016,-0.9164685,-0.88689107,-0.47635156,-0.4788138,-0.6642303,0.26443878,0.29351282
0.88815475,-0.71573734,-0.7898583,0.54442704,0.8177399,-0.0,-0.8651484,-0.0,-0.9326635,-0.8849193,0.32313564,0.0
0.9425846,-0.54409444,-0.6790891,0.25374335,0.7441012,-0.0,-0.553171,-0.0,-0.0,-0.54040813,0.36846372,0.0
0.7118743,-0.46562138,-0.55327284,0.2742079,0.5933887,-0.0,-0.3318986,-0.0,-0.0,-0.63941973,-0.3248823,-0.0
0.19426802,-0.106737085,-0.13600108,0.044599533,0.15028971,-0.0,-0.0939717,-0.0,-0.0,-0.43683085,-0.43799716,-0.0
-0.3161045,0.178472,0.0,-0.079166286,-0.24722901,0.20665698,0.16005388,-0.18427968,-0.0,-0.26157978,-0.3527468,-0.37949017
-0.39809835,0.29240495,0.0,-0.20140658,-0.3502856,0.31830615,0.20596653,-0.119143024,-0.0,-0.16368063,-0.29192644,-0.29952103
-0.4039958,0.34151474,0.0,-0.27180672,-0.38116932,0.36133683,0.26522085,-0.1495347,-0.0,-0.18665479,-0.31511566,-0.326546
-0.45604762,0.37347972,0.0,-0.28876382,-0.42333707,0.3975585,0.29435396,-0.12376312,-0.0,-0.13595921,-0.311455,-0.31900308
-0.5001964,0.41789538,0.455776,-0.32859698,-0.46909428,0.0,0.16561379,-0.16564329,-0.0,-0.14892244,-0.33955613,-0.35748792
-0.5404864,0.4446741,0.48740903,-0.3450296,-0.50293404,0.0,0.14120774,-0.11733598,-0.0,-0.095016666,-0.33200198,-0.3535384
-0.58436453,0.4527219,0.50626224,-0.33093905,-0.52772635,0.0,0.25378612,-0.0906301,-0.0,-0.07806264,-0.35789898,-0.38013464
-0.6101839,0.46332777,0.52165955,-0.33133322,-0.5455308,0.0,0.31502742,-0.012406195,0.0,-0.014708744,-0.34570733,-0.36203325
-0.0,0.45860103,0.5228704,-0.0,-0.5500798,0.49952722,0.0,0.02603343,0.0,0.0,-0.3372018,-0.0
-0.0,0.4144498,0.46665552,-0.0,-0.48799798,0.44812915,0.0,0.08371249,0.0,0.0,-0.27601773,-0.0
-0.0,0.34040216,0.3824948,-0.0,-0.39968982,0.36754435,0.0,0.09179098,0.0,0.0,-0.2218486,-0.0
-0.0,0.21561071,0.2393118,-0.0,-0.24862568,0.23104566,0.0,0.09759135,0.0,0.0,-0.16002929,-0.0
-0.0,0.0,0.12134577,-0.093190536,-0.12394864,0.118836,0.07524989,0.046699442,0.0,0.0,-0.1360288,-0.09758669
-0.0,0.0,0.05677444,-0.05315074,-0.056210503,0.05689943,0.028209152,0.03442649,0.0,-0.0,-0.103914395,-0.049235158
