0,1,2,3,4,5,6,7,8,9,10,11
-0.00090743206,0.086692266,0.059583247,-0.03671737,-0.043123312,0.06973357,-0.029459663,-0.07914022,-0.0047076684,0.002076246,-0.023350637,0.038562354
-0.007340512,0.063042715,0.04789705,-0.014683906,-0.025855698,0.04705527,-0.013819898,-0.12000773,-0.06083912,-0.029316965,-0.040613286,0.013106609
-0.01588934,0.09830311,0.07790066,-0.048390124,-0.05531796,0.08570949,-0.010884842,-0.0969308,-0.049324352,0.0018448152,-0.031311978,0.014903157
0.023051074,0.10994255,0.056887172,-0.08279993,-0.035168096,0.06890403,-0.021168353,-0.10425955,-0.0731909,0.014374533,-0.036767755,0.014597069
0.021553624,0.17381926,0.07917115,-0.11389765,-0.038245387,0.114911236,-0.05885282,-0.12302504,-0.0851407,-0.009034898,-0.051667746,0.004750406
0.050501578,0.15147601,0.055722445,-0.1348566,-0.009253664,0.0882273,-0.039670765,-0.08709413,-0.0544097,0.008051352,-0.06705341,-0.0164793
0.076684,0.25070477,0.07133843,-0.1991045,0.002500237,0.16304109,-0.021749435,-0.07561772,-0.0053143674,-0.026311507,-0.075422294,0.0036515635
-0.0234886,0.12424327,0.10346297,-0.0652074,-0.09811947,0.15436333,-0.05333751,-0.11626897,-0.0932856,-0.22336532,-0.1930866,-0.044481542
0.0070144017,-0.3416469,-0.2909739,0.18422192,0.2910349,-0.37391242,0.05025847,0.25223503,0.1644234,-0.095412664,-0.09521058,0.039346818
0.21404895,-0.41540596,-0.410402,0.15656678,0.4371671,-0.41516623,0.06321893,0.23334779,0.36654034,0.18644774,0.08222679,0.08897687
0.57572377,-0.51598984,-0.74409974,-0.035296876,0.7321886,-0.6572881,-0.116576634,0.41726568,0.5795444,0.5220198,0.37203744,0.27080256
0.60758483,-0.8645887,-0.8896687,0.24844174,0.8242422,-0.9173199,-0.7384161,-0.5548031,-0.6035196,-0.5386753,-0.22961885,-0.06827531
0.5887922,-0.7078022,-0.7575092,0.10370386,0.73398364,-0.7514578,-0.75865006,-0.6324679,-0.7448255,-0.59268665,-0.19122258,0.03781997
0.691581,-0.39100045,-0.6415578,-0.2207811,0.7647712,-0.5928912,-0.54388773,-0.2293935,-0.23533222,-0.20168692,0.10195251,0.07309878
0.48445776,-0.43776777,-0.56147635,-0.021217236,0.5898775,-0.56689584,-0.2618042,-0.09097141,-0.23825051,-0.42961454,-0.33629447,-0.38118085
0.15423122,-0.05919129,-0.1447408,-0.023077259,0.1881541,-0.12268936,-0.10842439,-0.10859377,-0.091326125,-0.27571255,-0.32318288,-0.29316348
-0.19259635,0.11125413,0.19277678,0.102801204,-0.18792908,0.21486789,0.13529925,-0.024274705,-0.026831795,-0.21471144,-0.37301284,-0.34239188
-0.21735328,0.28708333,0.29475653,-0.022129474,-0.32694831,0.35291913,0.14203212,0.027036365,0.013983519,-0.1174958,-0.3378054,-0.31932878
-0.2546394,0.37680084,0.40112436,-0.05074878,-0.3774097,0.47148186,0.10623394,-0.02753889,-0.03510198,-0.17848256,-0.37536734,-0.41850215
-0.2730091,0.44232997,0.46459332,-0.087407745,-0.4366597,0.5238133,0.08139551,-0.06129327,-0.07018169,-0.14209187,-0.38247716,-0.4130709
-0.31568837,0.4276615,0.4714448,-0.051415037,-0.4472432,0.5006389,0.10805586,-0.09980301,-0.04852642,-0.10616113,-0.38632882,-0.39495477
-0.3397162,0.46852133,0.51127136,-0.06465426,-0.46925154,0.5486737,0.0870322,-0.092387445,-0.048730664,-0.07748357,-0.3772538,-0.37154543
-0.35554022,0.47958136,0.5386878,-0.060746446,-0.5312978,0.5622995,0.12057571,-0.039532457,-0.011767958,-0.06848881,-0.38935304,-0.3422778
-0.3150892,0.48981634,0.49894568,-0.08660583,-0.5019611,0.533515,0.09291133,0.009988553,0.012715314,-0.042623732,-0.35725418,-0.30694652
-0.22282945,0.51440006,0.47317296,-0.16032623,-0.44394335,0.5175225,0.047889695,0.041829497,0.012310632,-0.03399587,-0.28018537,-0.21718232
-0.16741133,0.49763307,0.41191795,-0.18890925,-0.38243777,0.46631688,0.010451968,0.02824076,0.003825709,-0.013254444,-0.19389242,-0.14304596
-0.11890294,0.39386806,0.33116996,-0.1536574,-0.3129085,0.36293945,0.016997842,0.01158224,-0.0054026577,-0.0076124356,-0.14013289,-0.10391771
-0.07382596,0.26524198,0.1785195,-0.09882462,-0.19134724,0.20831823,0.021013582,-0.010301166,-0.007307463,-0.01714029,-0.09632598,-0.10611565
-0.053668816,0.16388164,0.118446656,-0.056882456,-0.10904182,0.11846134,0.025607128,0.0018209013,-0.0136062335,-0.033370323,-0.10423081,-0.09213004
-0.026439825,0.100750074,0.07043564,-0.034158334,-0.06092668,0.06308358,0.03474203,0.0029788823,-0.0079535935,-0.034910038,-0.08288538,-0.08188805
-0.019155726,0.09031398,0.06580665,-0.038752332,-0.05856233,0.057772584,0.025988964,0.006127668,0.0036569445,-0.024215924,-0.07136208,-0.049210817
-0.005635146,0.0754921,0.046980377,-0.036252916,-0.04735639,0.053498007,0.025206802,-0.002047141,0.0053906403,-0.023933258,-0.059752733,-0.04138989
-0.018004755,0.09578837,0.060604006,-0.052212227,-0.058429,0.06631093,0.0023910282,-0.011700942,-0.008556234,-0.025476871,-0.050519887,-0.020269511
-0.009614697,0.11621135,0.07381787,-0.07062309,-0.054445192,0.09567549,-0.017721755,-0.018333407,-0.008975021,-0.017841855,-0.026610555,-0.0047642193
-0.011615667,0.16240662,0.10113998,-0.09425489,-0.078257635,0.12581322,-0.10394322,-0.048586953,-0.034502074,-0.031487662,-0.0186736,0.023654426
0.011659757,0.15173723,0.068165295,-0.09693913,-0.049211513,0.09098303,-0.1313938,-0.053253982,-0.033456802,-0.027131625,-0.029891668,0.018581972
0.015972363,0.16112374,0.082333736,-0.118658915,-0.05481022,0.10744657,-0.15141091,-0.053170513,-0.024791237,0.008684268,-0.0070465757,0.045892563
0.030671708,0.10853579,0.044924416,-0.09567783,-0.024652528,0.051777415,-0.13528353,-0.027177867,-0.015228508,0.014760551,-0.03018851,0.031357404
0.010302872,0.101732515,0.055282217,-0.08023655,-0.041790426,0.06344481,-0.14245275,-0.030972809,-0.0039507495,0.015465066,-0.031912625,0.04011715
0.0028390174,0.04509311,0.040852215,-0.03331492,-0.03093755,0.029176958,-0.09607259,-0.013208858,0.015802784,0.0021322109,-0.054426998,0.008607475
-0.022077844,0.045122117,0.056539048,-0.021433154,-0.04338788,0.036582887,-0.098402455,-0.011580296,0.013943972,0.003896084,-0.04981066,0.0058621373
0.008981773,-0.0020541335,0.0014338596,-0.009637386,0.019862916,-0.024953932,-0.07791322,-0.004492439,0.018768448,-0.008689967,-0.0854963,-0.019918399
0.01104133,-0.0014766407,-0.0004911422,-0.01036894,0.023279946,-0.019538987,-0.08054685,-0.004407996,0.0011456974,-0.005303341,-0.073609404,-0.010838568
-0.012100363,-0.033749588,0.0016806445,0.027230596,0.0014739915,-0.02698127,-0.04525804,-0.00543814,0.014017702,-0.006533412,-0.08507272,-0.02835423
-0.02564972,-0.004371101,0.036634296,0.017474124,-0.03853927,0.010862513,-0.014902548,0.014666482,0.0214863,0.009161287,-0.043927815,0.0034213567
0.015260626,0.010448277,0.01391597,-0.0102123255,-0.000792655,0.013611062,0.0037325616,0.037583604,0.048624538,0.015179161,-0.03927935,0.017711107
0.0035339112,0.047423735,0.039168477,-0.031665348,-0.027596973,0.041373473,-0.0019475477,0.024162438,0.018069847,0.00988544,-0.0047732247,0.028737629
0.024277152,0.04471088,0.011625176,-0.044486117,-0.008365624,0.033201996,0.015785538,0.038439374,0.0023985722,0.00837121,-0.01660688,0.02413734
0.02925581,0.16083857,0.05673019,-0.11932895,-0.04366814,0.11766717,0.012911969,0.03972247,0.028361902,0.03996426,0.038430355,0.06267638
0.09653247,0.107524335,-0.0025967823,-0.13364062,0.04785597,0.048058484,-0.01375701,0.06820128,-0.007445537,0.006626151,0.028516766,0.07798857
0.076358125,0.1839929,0.03666024,-0.16448708,-0.025486717,0.094745934,-0.031244105,0.059053574,-0.014147731,-0.01705844,0.01152241,0.16262686
-0.0010218691,-0.10922946,-0.066683136,0.021619614,0.09049166,-0.10573574,0.014952916,0.10968296,-0.023847312,-0.07048928,0.018472942,0.20029634
