0,1,2,3,4,5,6,7,8,9,10,11
-0.10455412,0.0558333,0.03268865,-0.005342671,-0.30646244,0.08156669,0.0014314642,-0.052189782,-0.027064746,-0.015295803,-0.04562177,-0.009742041
-0.32846615,0.197814,0.4159223,-0.09859601,-0.8584323,0.24423099,0.030377874,-0.07377091,-0.015108211,-0.014949013,-0.031731676,0.031734955
-0.2558579,0.1268749,0.39626366,-0.011244836,-0.6686878,0.17850961,0.026293594,-0.073895216,-0.043951996,-0.04789235,-0.052717645,0.014315402
-0.28125644,0.14667936,0.40124184,-0.05922783,-0.75103396,0.19905095,0.02503718,-0.093537934,-0.033394434,-0.038089614,-0.05423785,0.023191465
-0.251997,0.120519795,0.34024957,-0.02739891,-0.6733217,0.14690967,0.035001487,-0.10867494,-0.06812189,-0.076269016,-0.074942484,0.00041508672
-0.2437081,0.15245159,0.39136896,-0.033186078,-0.7312192,0.17711924,-0.009171765,-0.08497481,-0.034159716,-0.045781,-0.03597911,0.016886149
-0.21137495,0.09559463,0.3379914,0.00630427,-0.6185771,0.15129386,-0.0021766091,-0.04733875,-0.049576107,-0.058706976,-0.04268325,-0.02153871
-0.2850841,0.12457368,0.41065857,-0.039094243,-0.72624874,0.20817909,-0.03841687,-0.038287867,-0.023704678,-0.01187671,-0.025015589,0.005374797
-0.28654817,0.12345579,0.40190926,-0.059617843,-0.6356789,0.19544613,0.006127817,-0.030452073,-0.04700297,-0.039848346,-0.041465364,-0.004051186
-0.3162553,0.18035431,0.4213778,-0.12577681,-0.72655046,0.25222644,-0.044517282,-0.029846355,-0.0100475745,0.01736791,0.002699756,0.07861236
-0.26256827,0.18220519,0.40673265,-0.06982046,-0.6141891,0.18992876,-0.011709304,-0.04880687,-0.019904278,-0.028777132,0.0015330303,0.05488252
-0.22042169,0.1659651,0.3931037,-0.069542155,-0.5973517,0.17565826,-0.12377424,-0.076668665,0.01221301,0.011669344,0.032879684,0.09427905
-0.254516,0.09056529,0.20603095,0.03231437,-0.58767164,0.13509238,-0.0070170504,-0.07210285,-0.040382914,-0.0658115,-0.012509617,0.010552014
-0.20013665,0.09515334,0.23195076,-0.04523651,-0.54550827,0.16395953,-0.106312305,-0.11628911,-0.003250796,-0.014496414,-0.026388418,0.048300978
-0.20489213,-0.009000148,0.13589297,0.009616794,-0.5311554,0.10189512,0.0146064805,-0.06395646,-0.062957,-0.12308461,-0.096733354,-0.07098571
-0.19614813,0.14865384,0.39136842,-0.049432218,-0.58374196,0.22506498,0.017732728,-0.13827835,-0.027225262,0.0064191236,0.010008001,0.096307285
-0.23351136,-0.14670245,0.17751724,0.06345203,-0.5194978,-0.01002591,0.44133028,0.39140147,-0.045825876,-0.19386952,-0.21166055,-0.17926279
0.40857416,0.5340936,0.53885186,-0.75291896,-0.6294529,0.5444406,0.39388216,0.53031087,0.5536213,0.5485327,0.53013986,0.4473076
0.20739156,0.47993004,0.55491793,-0.69377375,-0.87347096,0.5065539,-0.8838416,-0.4508917,0.40291277,0.45020735,0.4651824,0.422412
-0.38464576,-0.19158158,0.115775794,0.39198288,-0.3176849,-0.13252905,0.40652382,0.10270986,-0.24312091,-0.2391433,-0.2342693,-0.24368097
-0.04798209,0.10819058,0.28085622,0.043857586,-0.3844973,0.14196117,0.16507052,0.08142365,0.037077796,0.030229505,-0.008309471,0.068258345
-0.2071366,0.027739767,0.2314442,0.05544062,-0.3479012,0.07034054,0.16639307,0.07117687,-0.055205457,-0.06402164,-0.09012527,-0.04887748
-0.09221336,0.1254084,0.2665512,-0.04050633,-0.418908,0.1706622,0.03873317,0.079348326,0.05826474,0.041053664,0.0070279576,0.043284148
-0.12540106,0.008570283,0.13832384,0.024264757,-0.34078264,0.08064146,0.12565354,0.06703708,-0.00018885732,-0.04277443,-0.020771705,0.0030741594
-0.05989666,0.094877794,0.21152842,-0.05655414,-0.41183823,0.13404319,0.018139966,0.0620498,0.080411404,0.043767605,0.026326234,0.059604302
-0.08772594,0.048790786,0.15860261,-0.05075869,-0.36670813,0.072065614,0.1381162,0.07612742,0.04853732,0.0004121661,-0.0048846216,0.014016127
0.002804093,0.17451517,0.24604675,-0.12982452,-0.37534806,0.18352953,0.059037883,0.14431234,0.15849206,0.116499215,0.07289066,0.086947314
0.04811672,0.19408424,0.26424554,-0.14990972,-0.3442345,0.17624523,0.122641325,0.20732646,0.18623151,0.12405609,0.08072265,0.10549394
0.18387909,0.3526924,0.39132535,-0.25380653,-0.35373694,0.28202465,0.066050045,0.364891,0.31619492,0.24622174,0.18278421,0.22629644
0.2636904,0.3948853,0.40105668,-0.3454895,-0.28394687,0.33799517,0.064153,0.40026996,0.35262552,0.24733093,0.20840363,0.25240722
0.28002682,0.39358592,0.40064624,-0.35808393,-0.28994742,0.39790842,0.028623657,0.39133596,0.32222214,0.28204268,0.25454625,0.309943
0.16629231,0.25546846,0.29873395,-0.22736365,-0.21593486,0.2509029,0.097729586,0.20201673,0.17505784,0.16664198,0.16895947,0.22146817
0.059169862,0.16382486,0.20773633,-0.11809383,-0.24568033,0.23318353,0.073478445,0.024698688,0.056251507,0.08267822,0.089737244,0.15606433
-0.073449515,0.034809794,0.07227522,0.00408674,-0.16858134,0.07448286,0.14437723,-0.040325966,-0.047781117,-0.021265788,-0.041467864,0.018931512
-0.09694261,0.019741176,0.11442296,0.034344543,-0.2337708,0.03906797,0.07763977,-0.08049786,-0.06823396,-0.047329653,-0.068438396,0.0058246492
-0.14086524,-0.016426755,0.08631844,0.07558544,-0.1880168,0.025153069,0.08777041,-0.09045006,-0.08919109,-0.07300731,-0.11036385,-0.03286578
-0.12771116,-0.0057301787,0.10772077,0.07576539,-0.22631997,0.046558432,0.045751676,-0.08614288,-0.07572966,-0.061889783,-0.08348482,-0.01632438
-0.123833805,-0.034376245,0.03986596,0.0895518,-0.15640518,0.020390812,0.09346263,-0.0664153,-0.073813826,-0.07418636,-0.09955991,-0.035814784
-0.077689126,0.009777383,0.06467075,0.05192514,-0.15596753,0.047050193,0.06826045,-0.06575106,-0.050703164,-0.047621682,-0.067956455,-0.020000562
-0.110301845,-0.012555863,0.058768783,0.0859553,-0.18077734,0.041155383,0.08828856,-0.07948302,-0.059094906,-0.07208818,-0.085517146,-0.041009985
-0.09627779,0.02569813,0.13293193,0.055078737,-0.22198588,0.068310075,0.042962674,-0.09785784,-0.05243872,-0.062157504,-0.06814265,-0.024027044
-0.10741047,-0.017114399,0.082619265,0.052268453,-0.16259407,0.035004374,0.05971495,-0.100746244,-0.065534204,-0.08195017,-0.09357823,-0.05386454
-0.06946842,0.0078092716,0.08925734,0.052936465,-0.13934267,0.041122064,0.004052587,-0.12780082,-0.06912604,-0.07016836,-0.0732973,-0.049173184
-0.09291049,-0.026425287,0.02961446,0.074567914,-0.06342101,-0.021120656,0.019648615,-0.11706553,-0.08332658,-0.1033219,-0.1094403,-0.07780299
-0.07668419,-0.017531596,0.045736004,0.06363694,-0.08257149,-0.0060499166,-0.0076473355,-0.13722494,-0.07912583,-0.084228985,-0.07930485,-0.06405595
-0.13592201,-0.04322897,0.015501092,0.087830976,-0.096358396,-0.025756413,0.019162603,-0.100624286,-0.091669574,-0.10845966,-0.11204234,-0.08701951
-0.13286118,-0.031948477,0.039462864,0.0632164,-0.15079616,0.0031709266,0.0038520503,-0.1675639,-0.08586046,-0.0863214,-0.087771565,-0.068430185
-0.14249867,-0.05974661,-0.002959362,0.08161619,-0.092293315,-0.025962299,0.034138612,-0.14166535,-0.08609022,-0.10054511,-0.10753443,-0.092112124
-0.0982798,-0.040711004,0.016568754,0.036808275,-0.10057555,0.0008325873,0.019934338,-0.15524547,-0.08497771,-0.09048151,-0.09689248,-0.08369787
-0.08700892,-0.072016016,-0.018253801,0.07298276,-0.011979305,-0.005872808,0.022600409,-0.12869021,-0.085128896,-0.1102929,-0.10903276,-0.09272282
-0.06728603,-0.033203907,0.01279469,0.05277411,-0.08940649,0.014794999,0.027918473,-0.13506034,-0.061940905,-0.08645152,-0.074420586,-0.06786304
-0.11449408,-0.019186795,0.04424462,0.05799484,-0.13673086,0.021976002,0.04722971,-0.10073202,-0.045815676,-0.0854933,-0.08940081,-0.062141918
-0.119873464,0.04189517,0.09450291,0.004587797,-0.21080655,0.07756429,0.029560504,-0.13175835,-0.025263773,-0.055344418,-0.049311396,-0.030106533
-0.10360087,0.018186172,0.03532614,-2.4080276e-05,-0.11847103,0.0348042,0.014038326,-0.09751118,-0.034030642,-0.06331112,-0.06974691,-0.043665044
-0.053508773,-0.0018591264,0.0142307505,-0.00721907,-0.08068316,0.008711415,-0.039574716,-0.12568519,-0.03858694,-0.06284726,-0.07170382,-0.0581694
-0.053012904,-0.08534034,-0.09555583,0.087828346,0.014193535,-0.09529022,-0.03672134,-0.07667533,-0.071536504,-0.09598866,-0.12496473,-0.12394643
-0.09347188,-0.093098335,-0.10131485,0.06762349,-0.029759439,-0.10103191,-0.051601462,-0.18029304,-0.07154348,-0.06954747,-0.0851441,-0.10508355
-0.124762535,-0.10212121,-0.13107707,0.13896875,0.04664818,-0.13072117,0.038335957,-0.039650176,-0.06936794,-0.09661916,-0.07689395,-0.082892366
-0.080902874,-0.064679116,-0.006969399,0.15695907,-0.044259403,-0.019438947,0.015199653,-0.14730866,-0.09196957,-0.055961195,-0.06739695,-0.065881
0.033192568,-0.046849232,-0.083379164,0.047506962,0.39132503,-0.047579516,0.13168065,0.39096084,0.21272272,0.05251317,-0.011111607,-0.0071155718
0.5583441,0.5803542,0.5272656,-0.9215275,-0.48237693,0.5501729,-0.56353045,0.4380578,0.43988457,0.5802865,0.5761705,0.560643
0.16824827,0.18115014,0.24102291,-0.1378613,-0.18345588,0.19634873,-0.70591664,-0.4898144,-0.10433705,0.21480303,0.20933652,0.29092243
-0.063632555,-0.17020729,-0.30814666,0.19473326,0.39924058,-0.23877698,-0.014760167,0.34223264,-0.13995637,-0.14492014,-0.15924875,-0.17276059
-0.024137575,-0.065091535,-0.023305636,0.08234378,-0.04504405,-0.028129904,0.0060902676,-0.05165663,-0.05546611,-0.017523343,-0.06586557,-0.088849
-0.064113,-0.123302504,-0.11520043,0.053693373,0.1275867,-0.13158791,0.07512989,0.039547283,-0.041712593,-0.07009807,-0.10614994,-0.11409947
-0.027594175,-0.04865051,-0.0139586795,0.05620775,-0.0636029,-0.026593314,0.07801147,-0.092712715,-0.027319575,-0.008236043,-0.040070616,-0.043807585
-0.03811211,-0.077411346,-0.08318102,0.05260566,0.05404922,-0.027893845,0.08221448,0.0020699769,-0.025247542,-0.031065121,-0.05332316,-0.058525838
-0.040978804,-0.026872423,-0.029802376,0.00686742,0.025439436,0.00013196468,0.07256789,-0.038864758,0.046731,-0.0034565788,-0.025459807,-0.04034926
-0.006021457,-0.034995057,-0.083720446,-0.0071768123,0.08674225,-0.017026508,0.08185861,0.019155513,0.07892861,0.0018226485,-0.012068967,-0.02905302
